"string_rna_class","centroid_x","centroid_y"
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",2102.88888889,2194.55555556
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",2369.44,2861.8
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",2611.2,341
"+RIBO18S",3115.33333333,231.5
"-NM",2942,2193
"-NR",1822,1635
"-NM",550.5,428
"-NM",2,0
"+NM",2707.5,2672
"+NM",3061,52.5
"-NM",1869,1167
"+NM",1984.57142857,156.857142857
"+NR",2649.66666667,845.571428571
"+NM",1693.5,237
"+NM",2873,2069.5
"+NM",3222.5,1239
"+NM",1938,1133.5
"-NM",2704.66666667,3278.66666667
"-NR",1288.66666667,150.666666667
"-NR",1787,138.5
"+NM",1452.88888889,77.7777777778
"+NM",2732.6,3231.6
"+NM",1383,2100.5
"-NM",1195,1282.5
"-NM",1498.6,841.2
"+NM",1088.6,2065.8
"+RIBO12S",1.930356,2569.875
"+RIBO12S",1.962757,2620.875
"+NM",1913.91666667,2579.66666667
"-NM",2,2
"+NM",1558.5,1872
"-NM",2,2
"+NM",1142,2249.5
"+NM","2904,2643
"+NM",11,1
"+NM",1880.4,2345.8
"+NM",2972.5,2710
"-NM",1131.5,814.5
"-NM",1311.5,164
"+NM",1008,947.5
"+NM",3079,55
"+RIBO18S",723.318181818,1604.18181818
"+RIBO18S",847.5,2018.5
"+RIBO18S",1097.28888889,1204.24444444
"+RIBO18S",NR_003286.2,NR_046235.1"
"-NM",2374,606.25
"-NM",2,0
"+RIBO28S",487.875,120.125
"+RIBO28S",732,2942.33333333
"+RIBO28S",982.6,1361.2
"+RIBO28S",1841.09803922,392.588235294
"+RIBO28S",1952.5,1496.71428571
"+RIBO28S",2351.91666667,1553.75
"-NM",2382.5,2768
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",3147.32,2644.72
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_046235.1"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",765,51.75
"+RIBO28S",825.5,1057
"+RIBO28S",865.772727273,2481.81818182
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",954.333333333,2402.33333333
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",12298",6
"+RIBO28S",1518.5,1766
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",1531.95454545,2064.68181818
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",1687.18181818,1080.09090909
"+RIBO28S",1692.3,550.9
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",1732.33333333,2555.66666667
"+RIBO28S",1740.77272727,2008.68181818
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",1900.5,2419
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",1930.8,3262.2
"+RIBO28S",1990.8,1195.1
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",2013.2,1776
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",2330.83333333,2466.83333333
"+RIBO28S",2405.58823529,950.411764706
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",2629.6,15.4
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",2963.2,2645.2
"+RIBO28S",2985.55555556,1478.11111111
"+RIBO28S",3009.28571429,86.4285714286
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",3200.38888889,2707.27777778
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",3236.4,2396.8
"+RIBO28S",NR_046235.1,NR_003287.2"
"+NM",1496,1759
"+RIBO16S",1.842371,2030.29268293
"+RIBO16S",1.890805,2193.66666667
"-NM",4,3
"+RIBO18S",1569.5,1707.5
"-NM",800.5,2469
"-NM",1840,1586.5
"+NM",3054.5,2192
"+NM",1887.12765957,2485.76595745
"+NM",3070,83
"-NM",1664.5,2519
"-NM",2147,2448.5
"+RIBO18S",NR_046235.1,NR_003286.2"
"+RIBO18S",NR_046235.1,NR_003286.2"
"+RIBO18S",1572.5,980.5
"+RIBO18S",NR_046235.1,NR_003286.2"
"+RIBO18S",2298.04761905,3053.19047619
"+RIBO18S",NR_046235.1,NR_003286.2"
"+RIBO18S",NR_046235.1,NR_003286.2"
"+RIBO18S",NR_046235.1,NR_003286.2"
"+RIBO18S",2772.33333333,1910.55555556
"+NM",2595,2738
"+NM",1589.34482759,3194.20689655
"+RIBO12S",1.901703,887.652173913
"+RIBO12S",1.901703,2883.76190476
"-NR",753.5,1059
"+RIBO28S",694.490196078,1634.03921569
"+RIBO28S",2010.5,1515
"+RIBO28S",2659.8,356
"+RIBO28S",2707.2,781
"+RIBO28S",2911.2962963,1950.59259259
"+RIBO28S",3206.5,1533.5
"-NM",2225.5,2967.5
"-NM",3197.5,3211.5
"+RIBO28S",2382.5,1704.66666667
"-NM",2317,1870
"-NM",2,1
"-NM",2545.5,1020.5
"-NM",1409,958.5
"-NM",2688,1537.5
"-NM",2145.5,2298
"+NR",3169.25,1807
"+NM",16,0
"+NM",1398.66666667,672.333333333
"-NM",874,2080.5
"-NM",1295.45454545,2625.18181818
"+NM",2,3
"-NM",1600.5,3150
"-NM",974.142857143,77.8571428571
"+NM",2320,2873.09090909
"+RIBO28S",2845.5,1343
"+NM",37,0
"+NM",1036.4,471.666666667
"-NM",677.75,1076
"-NM",876,2010.5
"+NM",1697.55555556,192.888888889
"-NM",2328.66666667,1460.66666667
"+NM",1405,6
"+NM",2338.66666667,1807
"-NM",1445.5,870.5
"-NM",1520.88888889,2816.33333333
"+NM",1161.75,262.75
"-NM",1257.5,1202
"-NM",3104.5,682
"+RIBO16S",1.78845,1366.16666667
"-NM",1627.33333333,310.666666667
"-NR,NR_003955.1","3857
"+NM",1755.5,224
"+NM",2211,2118.5
"+NM",2255.5,2042
"+NM",2997.33333333,674.666666667
"-NM",1578,2806.5
"+NM",1958.5,1455
"+RIBO18S",1604.5,2881.5
"+NM",416.5,2092.5
"-NM",1553.77777778,1261.25925926
"+NM",1289.5,3086
"-NM",1024.5,2157
"+NR",2375.5,2782.5
"+NM",492.454545455,711.363636364
"+NM",NM_005437.3,NM_001145263.1
"+NM",3097,111.5
"-NM",3131.5,2424
"-NM",1310.5,49
"-NR",2202.5,1678
"-NM",2,6
"-NM",2,3
"-NM",3067.70967742,1666.4516129
"+NM",1468.33333333,1019.33333333
"+NM",1970.5,3176
"+NM",859.5,302.125
"+NM",1182.5,1995.5
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",1515.83333333,1501.83333333
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",2385.28571429,1042.92857143
"+RIBO18S",3180.5,1421.6
"+RIBO18S",2567.44444444,2852.11111111
"+RIBO18S",2753.66666667,29.8333333333
"+NM",1524.66666667,1514.66666667
"-RIBO28S",2260.75,310.5
"-RIBO28S",3057.875,1453.5
"+NM",1461.5,1701.5
"+NM",2274.42857143,1835.71428571
"+NM",1443.85714286,1343.57142857
"-NM",3,3
"+NM",2162.5,2055.5
"+NM",2762.5,2894
"+NM",2720.16,2187.12
"-NR",1898,2354.5
"+NM",1342.67857143,2099.21428571
"+NM",2,0
"+NM",3044.5,1651
"+NM",2329.25,183.25
"-NM",2262.5,870.5
"+NM",2996,1149
"+NM",2034.5,2208.5
"-NR",2936.5,2683.5
"-NM",2426.33333333,143.333333333
"+NM",2438,1027.5
"-NM",2,4
"-NM",716.666666667,525.666666667
"+NM",2013.63636364,932.939393939
"+NM",2381,2363.5
"+RIBO18S",3030.75,2969.75
"+NM",2468.5,486
"-NM",2428.33333333,555.333333333
"+NR",1699.75,2444
"+NM",2396,158.333333333
"-NM",2,2
"-NM",1606,3200
"-NM",900.5,2074
"-NM",2928.33333333,1039.66666667
"-NM",2557.33333333,3257.66666667
"-NM",2606.5,179.5
"+NM",1860,1783.5
"+NM",1759.45,645.825
"-NR",1407,2449.5
"-NM",2554.6,3009.2
"+NM",1338.5,2036
"+NR","40,7964"
"-NR",2140.5,3234
"-NR",2570,1239.5
"-NR",1491.5,1402.5
"+NR",2743,1690.66666667
"-NM",550.5,463
"-NM",1185.66666667,1329
"-NM",1279.75,71.75
"-NM",1295,377
"-NM",1301,75.5
"-NM",1302,862.5
"-NM",1479,1499.5
"-NM",1781,135.5
"-NM",1783.5,181.5
"-NM",1794.5,132.5
"-NM",1871,171.5
"-NM",2561,861.5
"-NM",2659.5,829.5
"+RIBO18S",1444.14285714,1012.71428571
"+NM",1394.5,1631.5
"-NM",1923,2473.5
"+NM",2525.875,1194.875
"+RIBO12S",1.845909,1677.5
"+RIBO12S",1.87831,1547.53846154
"-NM",1684.5,1734
"-NR",1619.5,2247.5
"-NM",4,1
"+NM",1800.5,1677.5
"-NM",2,0
"+NM",2769.5,1787.33333333
"-NM",2282.875,2712.525
"-NM",384.333333333,627
"+NM",1734.33333333,808.666666667
"+NM",2451,1168.66666667
"-NM",2365,2620.5
"-NM","71,2759"
"+NR",2225.5,190
"+RIBO18S",2542.28571429,1743
"+NM",2119.5,743
"+NM",5,0
"-NM",3062.33333333,1598.33333333
"-RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_046235.1"
"-NM",1138.5,1926.5
"+NM",1875.66666667,1508.66666667
"-NM",1611,2935.5
"+NM",3,3
"+NM",2869.25,2574.75
"+RIBO12S",1.970143,2335.69444444
"+RIBO18S",1215.6,2024.8
"-NM",1855.5,3167.5
"+NM",2626.5,1575
"+NM",1371.5,2027
"+NM",739.5,2843
"+RIBO18S",1056.98113208,1881.32075472
"-NM",2023,322.5
"-NM",2,0
"+RIBO28S",1236,2250.25
"+RIBO28S",1378.0625,2893.3125
"+RIBO28S",1457.26666667,1721.33333333
"+RIBO28S",NR_003287.2,NR_046235.1"
"+RIBO28S",NR_003287.2,NR_046235.1"
"+NM",1054.32352941,135.588235294
"+RIBO28S",NR_003287.2,NR_046235.1"
"+RIBO28S",2470.88888889,1379.33333333
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",2772.42857143,178.25
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",2933.25,1366.75
"+RIBO28S",2962.8,732.6
"-NM",3097.66666667,2707.33333333
"+RIBO28S",749.666666667,2805
"+RIBO28S",2114.53658537,662.585365854
"+RIBO28S",NR_003287.2,NR_046235.1"
"+NR",2397.875,2947.875
"+NM",729.777777778,904.333333333
"+RIBO18S",629.25,1817.25
"+RIBO18S",634.333333333,80.6666666667
"+RIBO18S",1092.66666667,1261.66666667
"+RIBO18S",1109.33333333,1794.66666667
"+RIBO18S",2377,1377.5
"+RIBO18S",2413.33333333,2043
"+RIBO18S",2579.66666667,375.666666667
"+NM",46,0
"+NR",502.933333333,640.533333333
"+RIBO18S",2859.41666667,2598.75
"+NM",2428,396
"-NR",2022,2690.5
"-NM",2103.5,2507
"+NM",1229,402
"-NM",2,0
"+NM",2656.5,813
"+NM",564.333333333,359
"-NM",1321.5,2521
"+NM",1784.5,1103
"-NR",1154.5,1999.5
"+NM",1234,1531.5
"+NM",1383.16666667,236.833333333
"-NM",1550.5,1810.5
"-NM",1166.125,109.25
"-NM",1512.5,1918
"-NM",969.333333333,2309
"+NM",1493,2784
"-NM",2085,880.5
"+NM",1599,1486.5
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_003287.2"
"+NM",2115.02777778,606.611111111
"+RIBO28S",1993.39285714,2642.28571429
"+RIBO18S",1252.66666667,2506.33333333
"-NM",2303.5,164
"+NM",705.125,2463.04166667
"+NM",3,2
"-NM",3,2
"+NM",2,1
"-NM",1690.5,1048
"+NM",3148.42105263,28.3157894737
"-NM",1216.5,1412.5
"-NM",1302.5,2224
"+NM",1706.66666667,1121.91666667
"-NM",1287,861.5
"-NR",1138,1835.5
"-NM",2605.5,2706
"+NM",1791,1354.5
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_003287.2"
"-NM",2340,2234
"-NM",2083.5,2174
"-NM",1292,2651.5
"-NM",4,2
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",2434.5,197.5
"+RIBO18S",2865.33333333,71
"+RIBO18S",3117.6,3000.2
"+RIBO18S",800.193548387,545.032258065
"+RIBO18S",2233.59259259,19.9259259259
"+RIBO18S",2353.16666667,742
"+RIBO18S",3021.19354839,969.096774194
"+RIBO18S",3074.5,1233.5
"+RIBO18S",625.25,1256
"+RIBO18S",896.5,2667
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",1690.86666667,1576.36666667
"+RIBO18S",2063.2,959.8
"+RIBO18S",2175,1932.5
"+RIBO18S",2347.89285714,436.642857143
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",2537.34615385,1505.65384615
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",3099.4,1886.8
"+RIBO18S",3150.125,1918.5
"+RIBO18S",1172.72413793,512.965517241
"+RIBO18S",1468.5,3225.5
"+RIBO18S",2057.33333333,2333
"+RIBO18S",3122.9,3153.8
"+NM",2645.42857143,922.142857143
"-RIBO16S",1.698117,2813.0625
"-NM",1186,3083.5
"+RIBO16S",1.874798,1421.57575758
"-NM",2262.4,2979.4
"+NM",2677,2317.5
"+NM",712,544.5
"-NM",3226.5,2339.5
"+NM",1285.5,350.5
"+NM",2433.75,3018.58333333
"+NM",1950,2183.5
"+RIBO28S",270.4,503.8
"+RIBO28S",315.333333333,1033.16666667
"+RIBO28S",1187.6,2884.2
"+RIBO28S",1219.42857143,1447.57142857
"+RIBO28S",1641,2878.42857143
"+RIBO28S",2407.66666667,2585.66666667
"+RIBO28S",2418.5,1680.5
"+NR",2999.33333333,1151.33333333
"+NM",1433.5,3258.5
"+RIBO28S",1925.66666667,1562.33333333
"-NM",1447.5,2989.5
"-NM",1494.5,2032.5
"+NM",1500.5,2896.5
"+RIBO28S",1391.25,2764
"-NM",2,2
"+NM",962,2329.5
"-NM",3,5
"+RIBO28S",709.909090909,1705.36363636
"+RIBO28S",2565.2,154.6
"+NM",3,2
"+RIBO28S",1128.03846154,1784.07692308
"+RIBO28S",1246,768.5
"+RIBO28S",2036.6,2074.4
"+RIBO28S",2336.8,1441.4
"+RIBO28S",2566.6,2952.4
"+RIBO28S",2910,2285.5
"+NM",1608,1386.5
"-NM",2523,2577.5
"+NM",1215.85714286,1812
"-NM",2485.5,1448
"+NM",NM_182978.3,NM_001261444.1"
"+NM",3,2
"-NR",883,2659.2
"-NM",3240.66666667,2339
"+NM",3161.5,2521
"+NM",1609.6,1042
"-NR",2312,2776.5
"+RIBO28S",507.5,2186
"+NM",1800.5,1593.5
"+RIBO28S",780,1631.77777778
"+RIBO28S",2611.07692308,1893.61538462
"+RIBO28S",2890.23076923,2047.92307692
"-NM",1348.82352941,1668.17647059
"+NM",2820.33333333,697.933333333
"-NM",2893.66666667,2581.66666667
"+NM",3072.5,588.5
"+NM",1596,1863
"-NM",1411.5,1811
"+NM",27,0
"+NM",538.86,1053.36
"-NR",1722,1034
"-NM",1489.66666667,1614.66666667
"+RIBO28S",529.547619048,47.8333333333
"-NM","1046,1128
"+NM",1266.5,654.25
"+NM",2,0
"-NM",1304.5,1999
"+RIBO18S",1594.33333333,2059.66666667
"+RIBO18S",1922.5,2635
"+RIBO18S",2692.5,2032
"+RIBO18S",2783.5,2875.5
"+RIBO18S",2794.6,1513.8
"+RIBO18S",3122.5,1381
"+NM","6135,6048
"+NM",1174.76923077,2910.30769231
"-NM","978,978
"+NR",1455,540.5
"+NR",1458,535.5
"-NM",1665.5,2245.5
"-NM",1626.5,2717
"-NM",3,4
"-NM",1854,3012
"-NM",2654.28571429,334.857142857
"-NM",2746.33333333,997.416666667
"+NM",1501,536.666666667
"+NM",623,425
"+NM",730,576.5
"-NM",1488,1485.5
"+NM",1885.5,182
"+NM","866,866
"+NM",2098,2689.33333333
"-NR",620,439.5
"+NM",3047,1925.5
"-NM",1848.5,1608.5
"+NM","4711,8405"
"+NM",1043.58333333,700.861111111
"+NM",3091.25,2458.25
"+NM",1542.5,2240
"+NM",2953.33333333,1982.33333333
"+NM",987,421.5
"-NM",1837.5,3287
"-NM",1600.5,1088
"+RIBO18S",3068.5,853.5
"+NM",1327.5,318.5
"-NM",2630.5,926.5
"+NM",1829.54411765,2125.32352941
"-NM",2,1
"-NM",2,0
"+NM",2488.5,2992.5
"+NM",2126.33333333,3064.66666667
"-NM",1493.2,227
"+NM",1380.5,1917.5
"-NM",2392,2630.5
"+NM",1852,3004.5
"-NM",2494.25,626.75
"+NR",771.666666667,591.888888889
"+NR",1520.77777778,2558.11111111
"+NR",2399.94736842,1528.63157895
"+NR",2713.53846154,3142.30769231
"-NM",1591.5,3084.5
"-NM",2586.28571429,2615.71428571
"-NM",8,4
"-NM",1453.33333333,1302.66666667
"+NM",8,1
"-NM",618,376.5
"+RIBO28S",647.15,2990.55
"-NR",3236.5,3091.5
"-NM",1447.5,1805.5
"+NM",1241.5,447
"+NM",2329.5,1471
"+NM",2088,2058.5
"+NM",1006.2,1374.4
"+NM",1359,2298.5
"-NM",2,0
"+RIBO18S",1670.375,892.625
"-NM",2670,1517.5
"+NM",1464.5,1509
"+NM",1806.5,1663
"+NM",1288,915.5
"+NM",696.25,495.375
"+NM",1725.5,576
"-NM",1974.5,1461
"+NM",2149.83333333,853
"+NM",420.5,2105
"-NM",3131.5,1108
"-NM",1283,2322.75
"-NM",1795.125,1617.875
"-NM",3066.85714286,1583.85714286
"+NM",1149.5,2542
"+NM",792.2,2184.5
"+NM",1279.33333333,2196.66666667
"-NM",1522,3071.5
"-NM",1976.66666667,3187.33333333
"-NM",2593.5,2961.5
"+RIBO28S",2967.30769231,593.384615385
"-NM",1812,1602.5
"+NM",2,0
"+NM",2191,2342.5
"-NM",1566.5,1896
"+NM",1320.44444444,405.888888889
"+RIBO16S",1.71762,2809.2
"-NM",2233.5,3095
"-NM",2,2
"+RIBO28S",2120.64285714,1659
"+RIBO28S",2388.33333333,855.666666667
"+RIBO28S",2555.33333333,2046.83333333
"+RIBO28S",688.333333333,2007.44444444
"+RIBO28S",1552.5,1418
"+RIBO28S",1579.66666667,1069.33333333
"+RIBO28S",2023,1569.4
"+RIBO28S",2146,2217.5
"+RIBO28S",2247.5,2017
"+RIBO28S",2392.25,1410.375
"+RIBO28S",767.5,2869
"+RIBO28S",1718,1445.75
"+RIBO28S",1741.66666667,2190.66666667
"+RIBO28S",1939,1686.5
"+RIBO28S",2326.9,2282
"+RIBO28S",2938.61538462,2303.84615385
"+RIBO28S",2274,169
"-NM",2962.90909091,3265.18181818
"+NR",2763.66666667,440.333333333
"+RIBO28S",2296,2494
"+RIBO28S",1760.5,1661.5
"+NM",23,1
"-NM",654.5,107.5
"+NM",1032,1434.85714286
"+NM",3016.5,1420
"+NM",2009.65517241,979
"-NM",577.333333333,668
"+NM",2206.5,889
"+NM",2783.5,2364.5
"+RIBO16S",1.73271,2179.6
"+RIBO16S",1.655759,2703.1875
"-NR",1549.5,852.5
"+NR",3245,337
"-NM",1843,2883
"+NM",749.5,544
"+RIBO18S",2709,957.5
"+NM",869,1593.5
"+NM",1818.83333333,978.5
"+NM",3,1
"+NM",2239.75,3090
"-NR",1378.66666667,2437.33333333
"-NM",1628.5,2206
"+RIBO28S",2493.92592593,1182.40740741
"+RIBO28S",3102.75,306
"+RIBO28S",666.5625,2470.4375
"+RIBO28S",1195.81818182,296.636363636
"+RIBO28S",1244.33333333,2828.33333333
"+RIBO28S",1609.06666667,2860.66666667
"+RIBO28S",1325.33333333,2847.33333333
"-NM",533.5,486.5
"-NM",2390.4,3238.3
"+NM",2427.33333333,2849.33333333
"+RIBO28S",1629.5,2249
"+RIBO28S",2215.91666667,818
"+NM",2173.5,2356
"+NM",1556.65,1684.1
"-NM",801.5,2726.5
"+NM",2885.7,688.3
"+NM",989.666666667,2220.66666667
"+RIBO18S",1401.71428571,1588.28571429
"+NM",2,0
"-NM",2860.75,1555.5
"+NM",3021,1739.5
"+NM",3028.5,1740
"-NM",924.5,1551.5
"-NM",1282.5,387
"+NM",870.5,2107
"+NM",7,0
"-NM",4,2
"-NM",2362,668.75
"+NM",3054,2972.5
"+RIBO18S",2225.33333333,2274.66666667
"-NM",1243,1083
"+NM",1518.5,3244.5
"+NM",2690.5,2898
"+NM",2697.75,2900.25
"+NM",2133,2915
"+RIBO28S",1805.5,2373
"+RIBO28S",2178.42105263,2812.89473684
"+RIBO28S",2655.93333333,3157.73333333
"+NM",1280,3065.5
"+RIBO18S",979.6,433.8
"+RIBO18S",3261.9375,532.625
"+NM",1355.5,284.5
"+NM",2407,332
"-NM",1678.5,749
"-NM",939,1157.5
"+NM",6,0
"+RIBO18S",NR_046235.1,NR_003286.2"
"+RIBO18S",1450.4,1362.2
"+RIBO18S",1668.5,1540
"+RIBO18S",1692.5,812.5
"+RIBO18S",NR_046235.1,NR_003286.2"
"+RIBO18S",NR_046235.1,NR_003286.2"
"+RIBO18S",1937.42857143,1211.28571429
"+RIBO18S",NR_046235.1,NR_003286.2"
"+RIBO18S",2593.75,2941.25
"+RIBO18S",2778.33333333,2520.66666667
"+RIBO18S",2816.66666667,2467.33333333
"+RIBO18S",2961.5,1558.5
"+RIBO18S",3017.16666667,1662
"+RIBO18S",3109.5,2641
"+RIBO18S",3230.66666667,3102.33333333
"+RIBO18S",1112.5,2275.5
"+RIBO18S",1595.8,1445.2
"+RIBO18S",1854.54166667,1530.75
"+RIBO18S",2262.8,476.6
"+RIBO18S",2600,1594.5
"+RIBO18S",1487.8,986.1
"+RIBO18S",1701.38636364,1835.04545455
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",1780.4,1699.2
"+RIBO18S",683.418604651,1701.58139535
"+RIBO18S",881.769230769,2723.15384615
"+RIBO18S",951.769230769,960.846153846
"+RIBO18S",1093.88990826,361.412844037
"+RIBO18S",1177.44444444,501.333333333
"+RIBO18S",1397.32,131.8
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",1556.6,766.75
"+RIBO18S",1940.4,3281.8
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",3122.33333333,2974.66666667
"+RIBO18S",3217,1537.5
"+RIBO18S",2188.33333333,89.3333333333
"+RIBO18S",1794.66666667,1975.11111111
"-NM",2,2
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"-NM",1002.2,524.6
"-NM",1494,1145
"-NM",1805.5,2059
"-NM",3202,1596.2
"-NM",2348,1908.5
"-NR",830.6,2751.8
"-NM",3,0
"+NM",1252,125.5
"+NR",1793,1595.5
"+NR",2565.5,2451
"-NM",3146.16666667,918.5
"+NM",1764.5,1145
"+RIBO28S",2370.5,3117.5
"+NM",1409.5,2609.5
"+NM",1417,3176
"-NR",1316.5,377
"+RIBO18S",974,2028.1
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",2434.55172414,2805.06896552
"+NM",2703.33333333,3173.33333333
